category,admin_unit,name,year,variable,variable_full,value,unit,unit_short,source,url,flag
demography,city,Bratislava,2016,foreigners,Foreign-born population,10.1,percent,%,Štatistická ročenka hlavného mesta SR Bratislavy 2017,https://sekarl.euba.sk/arl-eu/sk/detail-eu_un_cat-0242852-statisticka-rocenka-hlavneho-mesta-SR-Bratislavy-2017/,
demography,city,Budapest,2016,foreigners,Foreign-born population,4.1,percent,%,Hungarian Central Statistical Office,https://www.ksh.hu/docs/hun/xstadat/xstadat_eves/i_wnvn008b.html,
demography,city,Katowice,NA,foreigners,Foreign-born population,NA,percent,%,,,
demography,city,Prague,2016,foreigners,Foreign-born population,14.5,percent,%,Statistical Yearbook of Prague 2016,https://www.czso.cz/csu/czso/statistical-yearbook-of-prague-2017,
demography,city,Warsaw,NA,foreigners,Foreign-born population,NA,percent,%,,,
demography,city,Belgrade,2016,0–14,Population aged 0–14,249395,number,No.,Municipalities and regions in the Republic of Serbia 2017,http://pod2.stat.gov.rs/ObjavljenePublikacije/G2017/pdfE/G20172023.pdf,
demography,city,Berlin,2016,0–14,Population aged 0–14,480900,number,No.,Berlin Statistisches Jahrbuch 2017,https://www.statistik-berlin-brandenburg.de/produkte/Jahrbuch/jb2017/JB_2017_BE.pdf,
demography,city,Bratislava,2016,0–14,Population aged 0–14,77019,number,No.,Regional Statistical Yearbook of Slovakia 2017,https://slovak.statistics.sk/wps/portal/!ut/p/z1/rVHLbsIwEPyWHjgabxIb20dTqiQUofJIIb5UjnEghTygKZS_b1L10IdAqtQ97a5mRzM7WOElVoU-ZmtdZ2Whd80cq97ThIW833ckAKMDCIfRYOLPhAME8OI7gI-ndxDO5YM_HZIGQLG6fv-IFVamqKt6g-MyedEbZIsOVK_JLttqk9kOHM_JQRcWfd1RKlwX3B6inFtEXC9BwmoHrRg1K5Om1DCvZa5MtsKxY6wgjAHSlDmICOAoISAQTYwjPEEEF_qnk99SWydwoWT7CfUBufVlQNgIgI98CqEMoqmYeB5I7xNwhWMclLnFM1vguFHDLqq5d_HimNkTjorykDc5zf5oNgA8xCpL8u7J5F3oOi5nPeI6hAvXa_o2-Ox5v1eySacsavtW4-U_x1PlUc69M9qm8jRPN7u1vLl5B470wak!/dz/d5/L2dBISEvZ0FBIS9nQSEh/,
demography,city,Budapest,2016,0–14,Population aged 0–14,237295,number,No.,Hungarian Central Statistical Office,https://www.ksh.hu/docs/hun/xstadat/xstadat_eves/i_wdsd003b.html?down=935,
demography,city,Katowice,2016,0–14,Population aged 0–14,36870,number,No.,Statistical Office in Katowice,"http://katowice.stat.gov.pl/publikacje-i-foldery/roczniki-statystyczne/wojewodztwo-slaskie-2017-podregiony-powiaty-gminy,5,16.html",
demography,city,Prague,2016,0–14,Population aged 0–14,187121,number,No.,Statistical Yearbook of Prague 2013,https://www.czso.cz/csu/czso/statistical-yearbook-of-prague-2017,
demography,city,Warsaw,2016,0–14,Population aged 0–14,264823,number,No.,Statistical Yearbook of Warsaw 2017,http://warszawa.stat.gov.pl/en/information-about-voivodship/capital-of-voivodship/,
demography,country,Czech Republic,2017,tot_pop_ctry,Population,10578820,number,No.,Eurostat,http://ec.europa.eu/eurostat/tgm/table.do?tab=table&init=1&language=en&pcode=tps00001&plugin=1,
demography,country,Germany,2017,tot_pop_ctry,Population,82521653,number,No.,Eurostat,http://ec.europa.eu/eurostat/tgm/table.do?tab=table&init=1&language=en&pcode=tps00001&plugin=1,
demography,country,Hungary,2017,tot_pop_ctry,Population,9797561,number,No.,Eurostat,http://ec.europa.eu/eurostat/tgm/table.do?tab=table&init=1&language=en&pcode=tps00001&plugin=1,
demography,country,Poland,2017,tot_pop_ctry,Population,37972964,number,No.,Eurostat,http://ec.europa.eu/eurostat/tgm/table.do?tab=table&init=1&language=en&pcode=tps00001&plugin=1,
demography,country,Slovakia,2017,tot_pop_ctry,Population,5435343,number,No.,Eurostat,http://ec.europa.eu/eurostat/tgm/table.do?tab=table&init=1&language=en&pcode=tps00001&plugin=1,
demography,country,Serbia,2016,tot_pop_ctry,Population,7058322,number,No.,Statistical Yearbook of the Republic of Serbia 2017,"http://webrzs.stat.gov.rs/WebSite/repository/documents/00/02/64/50/00-Statisticki_godisnjak_Republike_Srbije,_2017.pdf",
demography,mtropolitan region,Belgrade,2016,pop_proj_metro_num,Population projection,1683962,number,No.,Municipalities and regions in the Republic of Serbia 2017,http://pod2.stat.gov.rs/ObjavljenePublikacije/G2017/pdfE/G20172023.pdf,
demography,mtropolitan region,Belgrade,2020,pop_proj_metro_num,Population projection,1740363,number,No.,Population projections of the Republic of Serbia 2011-2041,http://pod2.stat.gov.rs/ObjavljenePublikacije/Popis2011/Projekcije%20stanovnistva%202011-2041.pdf,Medium variant (for 2021)
demography,mtropolitan region,Belgrade,2030,pop_proj_metro_num,Population projection,1846243,number,No.,Population projections of the Republic of Serbia 2011-2041,http://pod2.stat.gov.rs/ObjavljenePublikacije/Popis2011/Projekcije%20stanovnistva%202011-2041.pdf,Medium variant (for 2031)
demography,mtropolitan region,Belgrade,2040,pop_proj_metro_num,Population projection,1982483,number,No.,Population projections of the Republic of Serbia 2011-2041,http://pod2.stat.gov.rs/ObjavljenePublikacije/Popis2011/Projekcije%20stanovnistva%202011-2041.pdf,Medium variant (for 2041)
demography,mtropolitan region,Berlin,2016,pop_proj_metro_num,Population projection,5178070,number,No.,Eurostat,http://appsso.eurostat.ec.europa.eu/nui/show.do?dataset=met_proj_pms3&lang=en,
demography,mtropolitan region,Berlin,2020,pop_proj_metro_num,Population projection,5314877,number,No.,Eurostat,http://appsso.eurostat.ec.europa.eu/nui/show.do?dataset=met_proj_pms3&lang=en,
demography,mtropolitan region,Berlin,2030,pop_proj_metro_num,Population projection,5581616,number,No.,Eurostat,http://appsso.eurostat.ec.europa.eu/nui/show.do?dataset=met_proj_pms3&lang=en,
demography,mtropolitan region,Berlin,2040,pop_proj_metro_num,Population projection,5774999,number,No.,Eurostat,http://appsso.eurostat.ec.europa.eu/nui/show.do?dataset=met_proj_pms3&lang=en,
demography,mtropolitan region,Berlin,2050,pop_proj_metro_num,Population projection,5918554,number,No.,Eurostat,http://appsso.eurostat.ec.europa.eu/nui/show.do?dataset=met_proj_pms3&lang=en,
demography,mtropolitan region,Bratislava,2016,pop_proj_metro_num,Population projection,623761,number,No.,Eurostat,http://appsso.eurostat.ec.europa.eu/nui/show.do?dataset=met_proj_pms3&lang=en,
demography,mtropolitan region,Bratislava,2020,pop_proj_metro_num,Population projection,636297,number,No.,Eurostat,http://appsso.eurostat.ec.europa.eu/nui/show.do?dataset=met_proj_pms3&lang=en,
demography,mtropolitan region,Bratislava,2030,pop_proj_metro_num,Population projection,651676,number,No.,Eurostat,http://appsso.eurostat.ec.europa.eu/nui/show.do?dataset=met_proj_pms3&lang=en,
demography,mtropolitan region,Bratislava,2040,pop_proj_metro_num,Population projection,656059,number,No.,Eurostat,http://appsso.eurostat.ec.europa.eu/nui/show.do?dataset=met_proj_pms3&lang=en,
demography,mtropolitan region,Bratislava,2050,pop_proj_metro_num,Population projection,663870,number,No.,Eurostat,http://appsso.eurostat.ec.europa.eu/nui/show.do?dataset=met_proj_pms3&lang=en,
demography,mtropolitan region,Budapest,2016,pop_proj_metro_num,Population projection,3019159,number,No.,Eurostat,http://appsso.eurostat.ec.europa.eu/nui/show.do?dataset=met_proj_pms3&lang=en,
demography,mtropolitan region,Budapest,2020,pop_proj_metro_num,Population projection,3118896,number,No.,Eurostat,http://appsso.eurostat.ec.europa.eu/nui/show.do?dataset=met_proj_pms3&lang=en,
demography,mtropolitan region,Budapest,2030,pop_proj_metro_num,Population projection,3373193,number,No.,Eurostat,http://appsso.eurostat.ec.europa.eu/nui/show.do?dataset=met_proj_pms3&lang=en,
demography,mtropolitan region,Budapest,2040,pop_proj_metro_num,Population projection,3625913,number,No.,Eurostat,http://appsso.eurostat.ec.europa.eu/nui/show.do?dataset=met_proj_pms3&lang=en,
demography,mtropolitan region,Budapest,2050,pop_proj_metro_num,Population projection,3882972,number,No.,Eurostat,http://appsso.eurostat.ec.europa.eu/nui/show.do?dataset=met_proj_pms3&lang=en,
demography,mtropolitan region,Katowice,2016,pop_proj_metro_num,Population projection,2757436,number,No.,Eurostat,http://appsso.eurostat.ec.europa.eu/nui/show.do?dataset=met_proj_pms3&lang=en,
demography,mtropolitan region,Katowice,2020,pop_proj_metro_num,Population projection,2711681,number,No.,Eurostat,http://appsso.eurostat.ec.europa.eu/nui/show.do?dataset=met_proj_pms3&lang=en,
demography,mtropolitan region,Katowice,2030,pop_proj_metro_num,Population projection,2546225,number,No.,Eurostat,http://appsso.eurostat.ec.europa.eu/nui/show.do?dataset=met_proj_pms3&lang=en,
demography,mtropolitan region,Katowice,2040,pop_proj_metro_num,Population projection,2363967,number,No.,Eurostat,http://appsso.eurostat.ec.europa.eu/nui/show.do?dataset=met_proj_pms3&lang=en,
demography,mtropolitan region,Katowice,2050,pop_proj_metro_num,Population projection,2190746,number,No.,Eurostat,http://appsso.eurostat.ec.europa.eu/nui/show.do?dataset=met_proj_pms3&lang=en,
demography,mtropolitan region,Praha,2016,pop_proj_metro_num,Population projection,2608566,number,No.,Eurostat,http://appsso.eurostat.ec.europa.eu/nui/show.do?dataset=met_proj_pms3&lang=en,
demography,mtropolitan region,Praha,2020,pop_proj_metro_num,Population projection,2714162,number,No.,Eurostat,http://appsso.eurostat.ec.europa.eu/nui/show.do?dataset=met_proj_pms3&lang=en,
demography,mtropolitan region,Praha,2030,pop_proj_metro_num,Population projection,2970691,number,No.,Eurostat,http://appsso.eurostat.ec.europa.eu/nui/show.do?dataset=met_proj_pms3&lang=en,
demography,mtropolitan region,Praha,2040,pop_proj_metro_num,Population projection,3242855,number,No.,Eurostat,http://appsso.eurostat.ec.europa.eu/nui/show.do?dataset=met_proj_pms3&lang=en,
demography,mtropolitan region,Praha,2050,pop_proj_metro_num,Population projection,3537912,number,No.,Eurostat,http://appsso.eurostat.ec.europa.eu/nui/show.do?dataset=met_proj_pms3&lang=en,
demography,mtropolitan region,Warsaw,2016,pop_proj_metro_num,Population projection,3355274,number,No.,Eurostat,http://appsso.eurostat.ec.europa.eu/nui/show.do?dataset=met_proj_pms3&lang=en,
demography,mtropolitan region,Warsaw,2020,pop_proj_metro_num,Population projection,3414355,number,No.,Eurostat,http://appsso.eurostat.ec.europa.eu/nui/show.do?dataset=met_proj_pms3&lang=en,
demography,mtropolitan region,Warsaw,2030,pop_proj_metro_num,Population projection,3480635,number,No.,Eurostat,http://appsso.eurostat.ec.europa.eu/nui/show.do?dataset=met_proj_pms3&lang=en,
demography,mtropolitan region,Warsaw,2040,pop_proj_metro_num,Population projection,3508973,number,No.,Eurostat,http://appsso.eurostat.ec.europa.eu/nui/show.do?dataset=met_proj_pms3&lang=en,
demography,mtropolitan region,Warsaw,2050,pop_proj_metro_num,Population projection,3530363,number,No.,Eurostat,http://appsso.eurostat.ec.europa.eu/nui/show.do?dataset=met_proj_pms3&lang=en,
demography,metropolitan region,Belgrade,2016,pop_proj_metro_perc,Population projection (% of population in 2016),0,percent,%,Population projections of the Republic of Serbia 2011-2041,http://pod2.stat.gov.rs/ObjavljenePublikacije/Popis2011/Projekcije%20stanovnistva%202011-2041.pdf,
demography,mtropolitan region,Belgrade,2020,pop_proj_metro_perc,Population projection (% of population in 2016),3.35,percent,%,Population projections of the Republic of Serbia 2011-2041,http://pod2.stat.gov.rs/ObjavljenePublikacije/Popis2011/Projekcije%20stanovnistva%202011-2041.pdf,Medium variant (for 2021)
demography,mtropolitan region,Belgrade,2030,pop_proj_metro_perc,Population projection (% of population in 2016),9.64,percent,%,Population projections of the Republic of Serbia 2011-2041,http://pod2.stat.gov.rs/ObjavljenePublikacije/Popis2011/Projekcije%20stanovnistva%202011-2041.pdf,Medium variant (for 2031)
demography,mtropolitan region,Belgrade,2040,pop_proj_metro_perc,Population projection (% of population in 2016),17.73,percent,%,Population projections of the Republic of Serbia 2011-2041,http://pod2.stat.gov.rs/ObjavljenePublikacije/Popis2011/Projekcije%20stanovnistva%202011-2041.pdf,Medium variant (for 2041)
demography,metropolitan region,Berlin,2016,pop_proj_metro_perc,Population projection (% of population in 2016),0,percent,%,Eurostat,http://appsso.eurostat.ec.europa.eu/nui/show.do?dataset=met_proj_pms3&lang=en,
demography,mtropolitan region,Berlin,2020,pop_proj_metro_perc,Population projection (% of population in 2016),2.64,percent,%,Eurostat,http://appsso.eurostat.ec.europa.eu/nui/show.do?dataset=met_proj_pms3&lang=en,
demography,mtropolitan region,Berlin,2030,pop_proj_metro_perc,Population projection (% of population in 2016),7.79,percent,%,Eurostat,http://appsso.eurostat.ec.europa.eu/nui/show.do?dataset=met_proj_pms3&lang=en,
demography,mtropolitan region,Berlin,2040,pop_proj_metro_perc,Population projection (% of population in 2016),11.53,percent,%,Eurostat,http://appsso.eurostat.ec.europa.eu/nui/show.do?dataset=met_proj_pms3&lang=en,
demography,mtropolitan region,Berlin,2050,pop_proj_metro_perc,Population projection (% of population in 2016),14.3,percent,%,Eurostat,http://appsso.eurostat.ec.europa.eu/nui/show.do?dataset=met_proj_pms3&lang=en,
demography,metropolitan region,Bratislava,2016,pop_proj_metro_perc,Population projection (% of population in 2016),0,percent,%,Eurostat,http://appsso.eurostat.ec.europa.eu/nui/show.do?dataset=met_proj_pms3&lang=en,
demography,mtropolitan region,Bratislava,2020,pop_proj_metro_perc,Population projection (% of population in 2016),2.01,percent,%,Eurostat,http://appsso.eurostat.ec.europa.eu/nui/show.do?dataset=met_proj_pms3&lang=en,
demography,mtropolitan region,Bratislava,2030,pop_proj_metro_perc,Population projection (% of population in 2016),4.48,percent,%,Eurostat,http://appsso.eurostat.ec.europa.eu/nui/show.do?dataset=met_proj_pms3&lang=en,
demography,mtropolitan region,Bratislava,2040,pop_proj_metro_perc,Population projection (% of population in 2016),5.18,percent,%,Eurostat,http://appsso.eurostat.ec.europa.eu/nui/show.do?dataset=met_proj_pms3&lang=en,
demography,mtropolitan region,Bratislava,2050,pop_proj_metro_perc,Population projection (% of population in 2016),6.43,percent,%,Eurostat,http://appsso.eurostat.ec.europa.eu/nui/show.do?dataset=met_proj_pms3&lang=en,
demography,metropolitan region,Budapest,2016,pop_proj_metro_perc,Population projection (% of population in 2016),0,percent,%,Eurostat,http://appsso.eurostat.ec.europa.eu/nui/show.do?dataset=met_proj_pms3&lang=en,
demography,mtropolitan region,Budapest,2020,pop_proj_metro_perc,Population projection (% of population in 2016),3.3,percent,%,Eurostat,http://appsso.eurostat.ec.europa.eu/nui/show.do?dataset=met_proj_pms3&lang=en,
demography,mtropolitan region,Budapest,2030,pop_proj_metro_perc,Population projection (% of population in 2016),11.73,percent,%,Eurostat,http://appsso.eurostat.ec.europa.eu/nui/show.do?dataset=met_proj_pms3&lang=en,
demography,mtropolitan region,Budapest,2040,pop_proj_metro_perc,Population projection (% of population in 2016),20.1,percent,%,Eurostat,http://appsso.eurostat.ec.europa.eu/nui/show.do?dataset=met_proj_pms3&lang=en,
demography,mtropolitan region,Budapest,2050,pop_proj_metro_perc,Population projection (% of population in 2016),28.61,percent,%,Eurostat,http://appsso.eurostat.ec.europa.eu/nui/show.do?dataset=met_proj_pms3&lang=en,
demography,metropolitan region,Katowice,2016,pop_proj_metro_perc,Population projection (% of population in 2016),0,percent,%,Eurostat,http://appsso.eurostat.ec.europa.eu/nui/show.do?dataset=met_proj_pms3&lang=en,
demography,mtropolitan region,Katowice,2020,pop_proj_metro_perc,Population projection (% of population in 2016),-1.66,percent,%,Eurostat,http://appsso.eurostat.ec.europa.eu/nui/show.do?dataset=met_proj_pms3&lang=en,
demography,mtropolitan region,Katowice,2030,pop_proj_metro_perc,Population projection (% of population in 2016),-7.66,percent,%,Eurostat,http://appsso.eurostat.ec.europa.eu/nui/show.do?dataset=met_proj_pms3&lang=en,
demography,mtropolitan region,Katowice,2040,pop_proj_metro_perc,Population projection (% of population in 2016),-14.27,percent,%,Eurostat,http://appsso.eurostat.ec.europa.eu/nui/show.do?dataset=met_proj_pms3&lang=en,
demography,mtropolitan region,Katowice,2050,pop_proj_metro_perc,Population projection (% of population in 2016),-20.55,percent,%,Eurostat,http://appsso.eurostat.ec.europa.eu/nui/show.do?dataset=met_proj_pms3&lang=en,
demography,metropolitan region,Praha,2016,pop_proj_metro_perc,Population projection (% of population in 2016),0,percent,%,Eurostat,http://appsso.eurostat.ec.europa.eu/nui/show.do?dataset=met_proj_pms3&lang=en,
demography,mtropolitan region,Praha,2020,pop_proj_metro_perc,Population projection (% of population in 2016),4.05,percent,%,Eurostat,http://appsso.eurostat.ec.europa.eu/nui/show.do?dataset=met_proj_pms3&lang=en,
demography,mtropolitan region,Praha,2030,pop_proj_metro_perc,Population projection (% of population in 2016),13.88,percent,%,Eurostat,http://appsso.eurostat.ec.europa.eu/nui/show.do?dataset=met_proj_pms3&lang=en,
demography,mtropolitan region,Praha,2040,pop_proj_metro_perc,Population projection (% of population in 2016),24.32,percent,%,Eurostat,http://appsso.eurostat.ec.europa.eu/nui/show.do?dataset=met_proj_pms3&lang=en,
demography,mtropolitan region,Praha,2050,pop_proj_metro_perc,Population projection (% of population in 2016),35.63,percent,%,Eurostat,http://appsso.eurostat.ec.europa.eu/nui/show.do?dataset=met_proj_pms3&lang=en,
demography,metropolitan region,Warsaw,2016,pop_proj_metro_perc,Population projection (% of population in 2016),0,percent,%,Eurostat,http://appsso.eurostat.ec.europa.eu/nui/show.do?dataset=met_proj_pms3&lang=en,
demography,mtropolitan region,Warsaw,2020,pop_proj_metro_perc,Population projection (% of population in 2016),1.76,percent,%,Eurostat,http://appsso.eurostat.ec.europa.eu/nui/show.do?dataset=met_proj_pms3&lang=en,
demography,mtropolitan region,Warsaw,2030,pop_proj_metro_perc,Population projection (% of population in 2016),3.74,percent,%,Eurostat,http://appsso.eurostat.ec.europa.eu/nui/show.do?dataset=met_proj_pms3&lang=en,
demography,mtropolitan region,Warsaw,2040,pop_proj_metro_perc,Population projection (% of population in 2016),4.58,percent,%,Eurostat,http://appsso.eurostat.ec.europa.eu/nui/show.do?dataset=met_proj_pms3&lang=en,
demography,mtropolitan region,Warsaw,2050,pop_proj_metro_perc,Population projection (% of population in 2016),5.22,percent,%,Eurostat,http://appsso.eurostat.ec.europa.eu/nui/show.do?dataset=met_proj_pms3&lang=en,
demography,country,Czech Republic,2015,pop_proj_ctry,Population projection,10538275,number,No.,Eurostat,"http://appsso.eurostat.ec.europa.eu/nui/show.do?query=BOOKMARK_DS-777272_QID_-5D7C6163_UID_-3F171EB0&layout=TIME,C,X,0;GEO,L,Y,0;INDIC_DE,L,Z,0;INDICATORS,C,Z,1;&zSelection=DS-777272INDIC_DE,JAN;DS-777272INDICATORS,OBS_FLAG;&rankName1=INDICATORS_1_2_-1_2&rankName2=INDIC-DE_1_2_-1_2&rankName3=TIME_1_0_0_0&rankName4=GEO_1_2_0_1&sortC=ASC_-1_FIRST&rStp=&cStp=&rDCh=&cDCh=&rDM=true&cDM=true&footnes=false&empty=false&wai=false&time_mode=NONE&time_most_recent=false&lang=EN&cfo=%23%23%23%2C%23%23%23.%23%23%23",
demography,country,Czech Republic,2020,pop_proj_ctry,Population projection,10652407,number,No.,Eurostat,"http://appsso.eurostat.ec.europa.eu/nui/show.do?query=BOOKMARK_DS-777272_QID_-5D7C6163_UID_-3F171EB0&layout=TIME,C,X,0;GEO,L,Y,0;INDIC_DE,L,Z,0;INDICATORS,C,Z,1;&zSelection=DS-777272INDIC_DE,JAN;DS-777272INDICATORS,OBS_FLAG;&rankName1=INDICATORS_1_2_-1_2&rankName2=INDIC-DE_1_2_-1_2&rankName3=TIME_1_0_0_0&rankName4=GEO_1_2_0_1&sortC=ASC_-1_FIRST&rStp=&cStp=&rDCh=&cDCh=&rDM=true&cDM=true&footnes=false&empty=false&wai=false&time_mode=NONE&time_most_recent=false&lang=EN&cfo=%23%23%23%2C%23%23%23.%23%23%23",
demography,country,Czech Republic,2030,pop_proj_ctry,Population projection,10691890,number,No.,Eurostat,"http://appsso.eurostat.ec.europa.eu/nui/show.do?query=BOOKMARK_DS-777272_QID_-5D7C6163_UID_-3F171EB0&layout=TIME,C,X,0;GEO,L,Y,0;INDIC_DE,L,Z,0;INDICATORS,C,Z,1;&zSelection=DS-777272INDIC_DE,JAN;DS-777272INDICATORS,OBS_FLAG;&rankName1=INDICATORS_1_2_-1_2&rankName2=INDIC-DE_1_2_-1_2&rankName3=TIME_1_0_0_0&rankName4=GEO_1_2_0_1&sortC=ASC_-1_FIRST&rStp=&cStp=&rDCh=&cDCh=&rDM=true&cDM=true&footnes=false&empty=false&wai=false&time_mode=NONE&time_most_recent=false&lang=EN&cfo=%23%23%23%2C%23%23%23.%23%23%23",
demography,country,Czech Republic,2040,pop_proj_ctry,Population projection,10552301,number,No.,Eurostat,"http://appsso.eurostat.ec.europa.eu/nui/show.do?query=BOOKMARK_DS-777272_QID_-5D7C6163_UID_-3F171EB0&layout=TIME,C,X,0;GEO,L,Y,0;INDIC_DE,L,Z,0;INDICATORS,C,Z,1;&zSelection=DS-777272INDIC_DE,JAN;DS-777272INDICATORS,OBS_FLAG;&rankName1=INDICATORS_1_2_-1_2&rankName2=INDIC-DE_1_2_-1_2&rankName3=TIME_1_0_0_0&rankName4=GEO_1_2_0_1&sortC=ASC_-1_FIRST&rStp=&cStp=&rDCh=&cDCh=&rDM=true&cDM=true&footnes=false&empty=false&wai=false&time_mode=NONE&time_most_recent=false&lang=EN&cfo=%23%23%23%2C%23%23%23.%23%23%23",
demography,country,Czech Republic,2050,pop_proj_ctry,Population projection,10478190,number,No.,Eurostat,"http://appsso.eurostat.ec.europa.eu/nui/show.do?query=BOOKMARK_DS-777272_QID_-5D7C6163_UID_-3F171EB0&layout=TIME,C,X,0;GEO,L,Y,0;INDIC_DE,L,Z,0;INDICATORS,C,Z,1;&zSelection=DS-777272INDIC_DE,JAN;DS-777272INDICATORS,OBS_FLAG;&rankName1=INDICATORS_1_2_-1_2&rankName2=INDIC-DE_1_2_-1_2&rankName3=TIME_1_0_0_0&rankName4=GEO_1_2_0_1&sortC=ASC_-1_FIRST&rStp=&cStp=&rDCh=&cDCh=&rDM=true&cDM=true&footnes=false&empty=false&wai=false&time_mode=NONE&time_most_recent=false&lang=EN&cfo=%23%23%23%2C%23%23%23.%23%23%23",
demography,country,Czech Republic,2060,pop_proj_ctry,Population projection,10307640,number,No.,Eurostat,"http://appsso.eurostat.ec.europa.eu/nui/show.do?query=BOOKMARK_DS-777272_QID_-5D7C6163_UID_-3F171EB0&layout=TIME,C,X,0;GEO,L,Y,0;INDIC_DE,L,Z,0;INDICATORS,C,Z,1;&zSelection=DS-777272INDIC_DE,JAN;DS-777272INDICATORS,OBS_FLAG;&rankName1=INDICATORS_1_2_-1_2&rankName2=INDIC-DE_1_2_-1_2&rankName3=TIME_1_0_0_0&rankName4=GEO_1_2_0_1&sortC=ASC_-1_FIRST&rStp=&cStp=&rDCh=&cDCh=&rDM=true&cDM=true&footnes=false&empty=false&wai=false&time_mode=NONE&time_most_recent=false&lang=EN&cfo=%23%23%23%2C%23%23%23.%23%23%23",
demography,country,Czech Republic,2070,pop_proj_ctry,Population projection,9983111,number,No.,Eurostat,"http://appsso.eurostat.ec.europa.eu/nui/show.do?query=BOOKMARK_DS-777272_QID_-5D7C6163_UID_-3F171EB0&layout=TIME,C,X,0;GEO,L,Y,0;INDIC_DE,L,Z,0;INDICATORS,C,Z,1;&zSelection=DS-777272INDIC_DE,JAN;DS-777272INDICATORS,OBS_FLAG;&rankName1=INDICATORS_1_2_-1_2&rankName2=INDIC-DE_1_2_-1_2&rankName3=TIME_1_0_0_0&rankName4=GEO_1_2_0_1&sortC=ASC_-1_FIRST&rStp=&cStp=&rDCh=&cDCh=&rDM=true&cDM=true&footnes=false&empty=false&wai=false&time_mode=NONE&time_most_recent=false&lang=EN&cfo=%23%23%23%2C%23%23%23.%23%23%23",
demography,country,Czech Republic,2080,pop_proj_ctry,Population projection,9777734,number,No.,Eurostat,"http://appsso.eurostat.ec.europa.eu/nui/show.do?query=BOOKMARK_DS-777272_QID_-5D7C6163_UID_-3F171EB0&layout=TIME,C,X,0;GEO,L,Y,0;INDIC_DE,L,Z,0;INDICATORS,C,Z,1;&zSelection=DS-777272INDIC_DE,JAN;DS-777272INDICATORS,OBS_FLAG;&rankName1=INDICATORS_1_2_-1_2&rankName2=INDIC-DE_1_2_-1_2&rankName3=TIME_1_0_0_0&rankName4=GEO_1_2_0_1&sortC=ASC_-1_FIRST&rStp=&cStp=&rDCh=&cDCh=&rDM=true&cDM=true&footnes=false&empty=false&wai=false&time_mode=NONE&time_most_recent=false&lang=EN&cfo=%23%23%23%2C%23%23%23.%23%23%23",
demography,country,Germany,2015,pop_proj_ctry,Population projection,81197537,number,No.,Eurostat,"http://appsso.eurostat.ec.europa.eu/nui/show.do?query=BOOKMARK_DS-777272_QID_-5D7C6163_UID_-3F171EB0&layout=TIME,C,X,0;GEO,L,Y,0;INDIC_DE,L,Z,0;INDICATORS,C,Z,1;&zSelection=DS-777272INDIC_DE,JAN;DS-777272INDICATORS,OBS_FLAG;&rankName1=INDICATORS_1_2_-1_2&rankName2=INDIC-DE_1_2_-1_2&rankName3=TIME_1_0_0_0&rankName4=GEO_1_2_0_1&sortC=ASC_-1_FIRST&rStp=&cStp=&rDCh=&cDCh=&rDM=true&cDM=true&footnes=false&empty=false&wai=false&time_mode=NONE&time_most_recent=false&lang=EN&cfo=%23%23%23%2C%23%23%23.%23%23%23",
demography,country,Germany,2020,pop_proj_ctry,Population projection,83751689,number,No.,Eurostat,"http://appsso.eurostat.ec.europa.eu/nui/show.do?query=BOOKMARK_DS-777272_QID_-5D7C6163_UID_-3F171EB0&layout=TIME,C,X,0;GEO,L,Y,0;INDIC_DE,L,Z,0;INDICATORS,C,Z,1;&zSelection=DS-777272INDIC_DE,JAN;DS-777272INDICATORS,OBS_FLAG;&rankName1=INDICATORS_1_2_-1_2&rankName2=INDIC-DE_1_2_-1_2&rankName3=TIME_1_0_0_0&rankName4=GEO_1_2_0_1&sortC=ASC_-1_FIRST&rStp=&cStp=&rDCh=&cDCh=&rDM=true&cDM=true&footnes=false&empty=false&wai=false&time_mode=NONE&time_most_recent=false&lang=EN&cfo=%23%23%23%2C%23%23%23.%23%23%23",
demography,country,Germany,2030,pop_proj_ctry,Population projection,84613298,number,No.,Eurostat,"http://appsso.eurostat.ec.europa.eu/nui/show.do?query=BOOKMARK_DS-777272_QID_-5D7C6163_UID_-3F171EB0&layout=TIME,C,X,0;GEO,L,Y,0;INDIC_DE,L,Z,0;INDICATORS,C,Z,1;&zSelection=DS-777272INDIC_DE,JAN;DS-777272INDICATORS,OBS_FLAG;&rankName1=INDICATORS_1_2_-1_2&rankName2=INDIC-DE_1_2_-1_2&rankName3=TIME_1_0_0_0&rankName4=GEO_1_2_0_1&sortC=ASC_-1_FIRST&rStp=&cStp=&rDCh=&cDCh=&rDM=true&cDM=true&footnes=false&empty=false&wai=false&time_mode=NONE&time_most_recent=false&lang=EN&cfo=%23%23%23%2C%23%23%23.%23%23%23",
